Origin,Destination,Value,Zone
Dublin Pearse,Kishoge,D2,1
Dublin Pearse,Adamstown,D2,1
Dublin Pearse,Hazelhatch and Celbridge,D2,1
Dublin Pearse,Sallins and Naas,D90,1
Dublin Pearse,Newbridge,D91,3
Dublin Pearse,Kildare,D92,4
Grand Canal Dock,Drogheda (MacBride),D91,3
Grand Canal Dock,Laytown,D91,3
Grand Canal Dock,Gormanston,D90,2
Grand Canal Dock,Balbriggan,D90,2
Grand Canal Dock,Skerries,D90,2
Grand Canal Dock,Rush and Lusk,D2,1
Grand Canal Dock,Donabate,D2,1
Grand Canal Dock,Malahide,D2,1
Grand Canal Dock,Portmarnock,D2,1
Grand Canal Dock,Clongriffin,D2,1
Grand Canal Dock,Howth,D2,1
Grand Canal Dock,Sutton,D2,1
Grand Canal Dock,Bayside,D2,1
Grand Canal Dock,Howth Junction and Donaghmede,D2,1
Grand Canal Dock,Kilbarrack,D2,1
Grand Canal Dock,Raheny,D2,1
Grand Canal Dock,Harmonstown,D2,1
Grand Canal Dock,Killester,D2,1
Grand Canal Dock,Clontarf Road,D1,1
Grand Canal Dock,Dublin Connolly,D1,1
Grand Canal Dock,Tara Street,D1,1
Grand Canal Dock,Dublin Pearse,D1,1
Grand Canal Dock,Lansdowne Road,D1,1
Grand Canal Dock,Sandymount,D1,1
Grand Canal Dock,Sydney Parade,D1,1
Grand Canal Dock,Booterstown,D2,1
Grand Canal Dock,Blackrock,D2,1
Grand Canal Dock,Seapoint,D2,1
Grand Canal Dock,Salthill and Monkstown,D2,2
Grand Canal Dock,Dun Laoghaire (Mallin),D2,1
Grand Canal Dock,Sandycove and Glasthule,D2,1
Grand Canal Dock,Glenageary,D2,1
Grand Canal Dock,Dalkey,D2,1
Grand Canal Dock,Killiney,D2,1
Grand Canal Dock,Shankill,D2,1
Grand Canal Dock,Bray (Daly),D2,1
Grand Canal Dock,Greystones,D90,2
Grand Canal Dock,Kilcoole,D90,2
Grand Canal Dock,Wicklow,D91,3
Grand Canal Dock,Rathdrum,D92,4
Grand Canal Dock,Docklands,D2,1
Grand Canal Dock,Drumcondra,D2,1
Grand Canal Dock,Broombridge,D2,1
Grand Canal Dock,Pelletstown,D2,1
Grand Canal Dock,Ashtown,D2,1
Grand Canal Dock,Navan Road Parkway,D2,1
Grand Canal Dock,Castleknock,D2,1
Grand Canal Dock,Coolmine,D2,1
Grand Canal Dock,Clonsilla,D2,1
Grand Canal Dock,Hansfield,D2,1
Grand Canal Dock,Dunboyne,D2,1
Grand Canal Dock,M3 Parkway,D2,1
Grand Canal Dock,Leixlip(Confey),D2,1
Grand Canal Dock,Leixlip(Louisa Bridge),D2,1
Grand Canal Dock,Maynooth,D2,1
Grand Canal Dock,Kilcock,D90,2
Grand Canal Dock,Enfield,D91,3
Grand Canal Dock,Dublin Heuston,D2,1
Grand Canal Dock,Park West and Cherry Orchard,D2,1
Grand Canal Dock,Clondalkin Fonthill,D2,1
Grand Canal Dock,Kishoge,D2,1
Grand Canal Dock,Adamstown,D2,1
Grand Canal Dock,Hazelhatch and Celbridge,D2,1
Grand Canal Dock,Sallins and Naas,D90,1
Grand Canal Dock,Newbridge,D91,3
Grand Canal Dock,Kildare,D92,4
Lansdowne Road,Drogheda (MacBride),D91,3
Lansdowne Road,Laytown,D91,3
Lansdowne Road,Gormanston,D90,2
Lansdowne Road,Balbriggan,D90,2
Lansdowne Road,Skerries,D90,2
Lansdowne Road,Rush and Lusk,D2,1
Lansdowne Road,Donabate,D2,1
Lansdowne Road,Malahide,D2,1
Lansdowne Road,Portmarnock,D2,1
Lansdowne Road,Clongriffin,D2,1
Lansdowne Road,Howth,D2,1
Lansdowne Road,Sutton,D2,1
Lansdowne Road,Bayside,D2,1
Lansdowne Road,Howth Junction and Donaghmede,D2,1
Lansdowne Road,Kilbarrack,D2,1
Lansdowne Road,Raheny,D2,1
Lansdowne Road,Harmonstown,D2,1
Lansdowne Road,Killester,D2,1
Lansdowne Road,Clontarf Road,D2,1
Lansdowne Road,Dublin Connolly,D1,1
Lansdowne Road,Tara Street,D1,1
Lansdowne Road,Dublin Pearse,D1,1
Lansdowne Road,Grand Canal Dock,D1,1
Lansdowne Road,Sandymount,D1,1
Lansdowne Road,Sydney Parade,D1,1
Lansdowne Road,Booterstown,D1,1
Lansdowne Road,Blackrock,D2,1
Lansdowne Road,Seapoint,D2,1
Lansdowne Road,Salthill and Monkstown,D2,2
Lansdowne Road,Dun Laoghaire (Mallin),D2,1
Lansdowne Road,Sandycove and Glasthule,D2,1
Lansdowne Road,Glenageary,D2,1
Lansdowne Road,Dalkey,D2,1
Lansdowne Road,Killiney,D2,1
Lansdowne Road,Shankill,D2,1
Lansdowne Road,Bray (Daly),D2,1
Lansdowne Road,Greystones,D90,2
Lansdowne Road,Kilcoole,D90,2
Lansdowne Road,Wicklow,D91,3
Lansdowne Road,Rathdrum,D92,4
Lansdowne Road,Docklands,D2,1
Lansdowne Road,Drumcondra,D2,1
Lansdowne Road,Broombridge,D2,1
Lansdowne Road,Pelletstown,D2,1
Lansdowne Road,Ashtown,D2,1
Lansdowne Road,Navan Road Parkway,D2,1
Lansdowne Road,Castleknock,D2,1
Lansdowne Road,Coolmine,D2,1
Lansdowne Road,Clonsilla,D2,1
Lansdowne Road,Hansfield,D2,1
Lansdowne Road,Dunboyne,D2,1
Lansdowne Road,M3 Parkway,D2,1
Lansdowne Road,Leixlip(Confey),D2,1
Lansdowne Road,Leixlip(Louisa Bridge),D2,1
Lansdowne Road,Maynooth,D2,1
Lansdowne Road,Kilcock,D90,2
Lansdowne Road,Enfield,D91,3
Lansdowne Road,Dublin Heuston,D2,1
Lansdowne Road,Park West and Cherry Orchard,D2,1
Lansdowne Road,Clondalkin Fonthill,D2,1
Lansdowne Road,Kishoge,D2,1
Lansdowne Road,Adamstown,D2,1
Lansdowne Road,Hazelhatch and Celbridge,D2,1
Lansdowne Road,Sallins and Naas,D90,1
Lansdowne Road,Newbridge,D91,3
Lansdowne Road,Kildare,D92,4
Sandymount,Drogheda (MacBride),D91,3
Sandymount,Laytown,D91,3
Sandymount,Gormanston,D90,2
Sandymount,Balbriggan,D90,2
Sandymount,Skerries,D90,2
Sandymount,Rush and Lusk,D2,1
Sandymount,Donabate,D2,1
Sandymount,Malahide,D2,1
Sandymount,Portmarnock,D2,1
Sandymount,Clongriffin,D2,1
Sandymount,Howth,D2,1
Sandymount,Sutton,D2,1
Sandymount,Bayside,D2,1
Sandymount,Howth Junction and Donaghmede,D2,1
Sandymount,Kilbarrack,D2,1
Sandymount,Raheny,D2,1
Sandymount,Harmonstown,D2,1
Sandymount,Killester,D2,1
Sandymount,Clontarf Road,D2,1
Sandymount,Dublin Connolly,D1,1
Sandymount,Tara Street,D1,1
Sandymount,Dublin Pearse,D1,1
Sandymount,Grand Canal Dock,D1,1
Sandymount,Lansdowne Road,D1,1
Sandymount,Sydney Parade,D1,1
Sandymount,Booterstown,D1,1
Sandymount,Blackrock,D2,1
Sandymount,Seapoint,D2,1
Sandymount,Salthill and Monkstown,D2,2
Sandymount,Dun Laoghaire (Mallin),D2,1
Sandymount,Sandycove and Glasthule,D2,1
Sandymount,Glenageary,D2,1
Sandymount,Dalkey,D2,1
Sandymount,Killiney,D2,1
Sandymount,Shankill,D2,1
Sandymount,Bray (Daly),D2,1
Sandymount,Greystones,D90,2
Sandymount,Kilcoole,D90,2
Sandymount,Wicklow,D91,3
Sandymount,Rathdrum,D92,4
Sandymount,Docklands,D2,1
Sandymount,Drumcondra,D2,1
Sandymount,Broombridge,D2,1
Sandymount,Pelletstown,D2,1
Sandymount,Ashtown,D2,1
Sandymount,Navan Road Parkway,D2,1
Sandymount,Castleknock,D2,1
Sandymount,Coolmine,D2,1
Sandymount,Clonsilla,D2,1
Sandymount,Hansfield,D2,1
Sandymount,Dunboyne,D2,1
Sandymount,M3 Parkway,D2,1
Sandymount,Leixlip(Confey),D2,1
Sandymount,Leixlip(Louisa Bridge),D2,1
Sandymount,Maynooth,D2,1
Sandymount,Kilcock,D90,2
Sandymount,Enfield,D91,3
Sandymount,Dublin Heuston,D2,1
Sandymount,Park West and Cherry Orchard,D2,1
Sandymount,Clondalkin Fonthill,D2,1
Sandymount,Kishoge,D2,1
Sandymount,Adamstown,D2,1
Sandymount,Hazelhatch and Celbridge,D2,1
Sandymount,Sallins and Naas,D90,1
Sandymount,Newbridge,D91,3
Sandymount,Kildare,D92,4
Sydney Parade,Drogheda (MacBride),D91,3
Sydney Parade,Laytown,D91,3
Sydney Parade,Gormanston,D90,2
Sydney Parade,Balbriggan,D90,2
Sydney Parade,Skerries,D90,2
Sydney Parade,Rush and Lusk,D2,1
Sydney Parade,Donabate,D2,1
Sydney Parade,Malahide,D2,1
Sydney Parade,Portmarnock,D2,1
Sydney Parade,Clongriffin,D2,1
Sydney Parade,Howth,D2,1
Sydney Parade,Sutton,D2,1
Sydney Parade,Bayside,D2,1
Sydney Parade,Howth Junction and Donaghmede,D2,1
Sydney Parade,Kilbarrack,D2,1
Sydney Parade,Raheny,D2,1
Sydney Parade,Harmonstown,D2,1
Sydney Parade,Killester,D2,1
Sydney Parade,Clontarf Road,D2,1
Sydney Parade,Dublin Connolly,D2,1
Sydney Parade,Tara Street,D2,1
Sydney Parade,Dublin Pearse,D2,1
Sydney Parade,Grand Canal Dock,D1,1
Sydney Parade,Lansdowne Road,D1,1
Sydney Parade,Sandymount,D1,1
Sydney Parade,Booterstown,D1,1
Sydney Parade,Blackrock,D1,1
Sydney Parade,Seapoint,D2,1
Sydney Parade,Salthill and Monkstown,D2,2
Sydney Parade,Dun Laoghaire (Mallin),D2,1
Sydney Parade,Sandycove and Glasthule,D2,1
Sydney Parade,Glenageary,D2,1
Sydney Parade,Dalkey,D2,1
Sydney Parade,Killiney,D2,1
Sydney Parade,Shankill,D2,1
Sydney Parade,Bray (Daly),D2,1
Sydney Parade,Greystones,D90,2
Sydney Parade,Kilcoole,D90,2
Sydney Parade,Wicklow,D91,3
Sydney Parade,Rathdrum,D92,4
Sydney Parade,Docklands,D2,1
Sydney Parade,Drumcondra,D2,1
Sydney Parade,Broombridge,D2,1
Sydney Parade,Pelletstown,D2,1
Sydney Parade,Ashtown,D2,1
Sydney Parade,Navan Road Parkway,D2,1
Sydney Parade,Castleknock,D2,1
Sydney Parade,Coolmine,D2,1
Sydney Parade,Clonsilla,D2,1
Sydney Parade,Hansfield,D2,1
Sydney Parade,Dunboyne,D2,1
Sydney Parade,M3 Parkway,D2,1
Sydney Parade,Leixlip(Confey),D2,1
Sydney Parade,Leixlip(Louisa Bridge),D2,1
Sydney Parade,Maynooth,D2,1
Sydney Parade,Kilcock,D90,2
Sydney Parade,Enfield,D91,3
Sydney Parade,Dublin Heuston,D2,1
Sydney Parade,Park West and Cherry Orchard,D2,1
Sydney Parade,Clondalkin Fonthill,D2,1
Sydney Parade,Kishoge,D2,1
Sydney Parade,Adamstown,D2,1
Sydney Parade,Hazelhatch and Celbridge,D2,1
Sydney Parade,Sallins and Naas,D90,1
Sydney Parade,Newbridge,D91,3
Sydney Parade,Kildare,D92,4
Booterstown,Drogheda (MacBride),D91,3
Booterstown,Laytown,D91,3
Booterstown,Gormanston,D90,2
Booterstown,Balbriggan,D90,2
Booterstown,Skerries,D90,2
Booterstown,Rush and Lusk,D2,1
Booterstown,Donabate,D2,1
Booterstown,Malahide,D2,1
Booterstown,Portmarnock,D2,1
Booterstown,Clongriffin,D2,1
Booterstown,Howth,D2,1
Booterstown,Sutton,D2,1
Booterstown,Bayside,D2,1
Booterstown,Howth Junction and Donaghmede,D2,1
Booterstown,Kilbarrack,D2,1
Booterstown,Raheny,D2,1
Booterstown,Harmonstown,D2,1
Booterstown,Killester,D2,1
Booterstown,Clontarf Road,D2,1
Booterstown,Dublin Connolly,D2,1
Booterstown,Tara Street,D2,1
Booterstown,Dublin Pearse,D2,1
Booterstown,Grand Canal Dock,D2,1
Booterstown,Lansdowne Road,D1,1
Booterstown,Sandymount,D1,1
Booterstown,Sydney Parade,D1,1
Booterstown,Blackrock,D1,1
Booterstown,Seapoint,D1,1
Booterstown,Salthill and Monkstown,D1,2
Booterstown,Dun Laoghaire (Mallin),D2,1
Booterstown,Sandycove and Glasthule,D2,1
Booterstown,Glenageary,D2,1
Booterstown,Dalkey,D2,1
Booterstown,Killiney,D2,1
Booterstown,Shankill,D2,1
Booterstown,Bray (Daly),D2,1
Booterstown,Greystones,D90,2
Booterstown,Kilcoole,D90,2
Booterstown,Wicklow,D91,3
Booterstown,Rathdrum,D92,4
Booterstown,Docklands,D2,1
Booterstown,Drumcondra,D2,1
Booterstown,Broombridge,D2,1
Booterstown,Pelletstown,D2,1
Booterstown,Ashtown,D2,1
Booterstown,Navan Road Parkway,D2,1
Booterstown,Castleknock,D2,1
Booterstown,Coolmine,D2,1
Booterstown,Clonsilla,D2,1
Booterstown,Hansfield,D2,1
Booterstown,Dunboyne,D2,1
Booterstown,M3 Parkway,D2,1
Booterstown,Leixlip(Confey),D2,1
Booterstown,Leixlip(Louisa Bridge),D2,1
Booterstown,Maynooth,D2,1
Booterstown,Kilcock,D90,2
Booterstown,Enfield,D91,3
Booterstown,Dublin Heuston,D2,1
Booterstown,Park West and Cherry Orchard,D2,1
Booterstown,Clondalkin Fonthill,D2,1
Booterstown,Kishoge,D2,1
Booterstown,Adamstown,D2,1
Booterstown,Hazelhatch and Celbridge,D2,1
Booterstown,Sallins and Naas,D90,1
Booterstown,Newbridge,D91,3
Booterstown,Kildare,D92,4
Blackrock,Drogheda (MacBride),D91,3
Blackrock,Laytown,D91,3
Blackrock,Gormanston,D90,2
Blackrock,Balbriggan,D90,2
Blackrock,Skerries,D90,2
Blackrock,Rush and Lusk,D2,1
Blackrock,Donabate,D2,1
Blackrock,Malahide,D2,1
Blackrock,Portmarnock,D2,1
Blackrock,Clongriffin,D2,1
Blackrock,Howth,D2,1
Blackrock,Sutton,D2,1
Blackrock,Bayside,D2,1
Blackrock,Howth Junction and Donaghmede,D2,1
Blackrock,Kilbarrack,D2,1
Blackrock,Raheny,D2,1
Blackrock,Harmonstown,D2,1
Blackrock,Killester,D2,1
Blackrock,Clontarf Road,D2,1
Blackrock,Dublin Connolly,D2,1
Blackrock,Tara Street,D2,1
Blackrock,Dublin Pearse,D2,1
Blackrock,Grand Canal Dock,D2,1
Blackrock,Lansdowne Road,D2,1
Blackrock,Sandymount,D2,1
Blackrock,Sydney Parade,D1,1
Blackrock,Booterstown,D1,1
Blackrock,Seapoint,D1,1
Blackrock,Salthill and Monkstown,D1,2
Blackrock,Dun Laoghaire (Mallin),D2,1
Blackrock,Sandycove and Glasthule,D2,1
Blackrock,Glenageary,D2,1
Blackrock,Dalkey,D2,1
Blackrock,Killiney,D2,1
Blackrock,Shankill,D2,1
Blackrock,Bray (Daly),D2,1
Blackrock,Greystones,D14,2
Blackrock,Kilcoole,D90,2
Blackrock,Wicklow,D91,3
Blackrock,Rathdrum,D92,4
Blackrock,Docklands,D2,1
Blackrock,Drumcondra,D2,1
Blackrock,Broombridge,D2,1
Blackrock,Pelletstown,D2,1
Blackrock,Ashtown,D2,1
Blackrock,Navan Road Parkway,D2,1
Blackrock,Castleknock,D2,1
Blackrock,Coolmine,D2,1
Blackrock,Clonsilla,D2,1
Blackrock,Hansfield,D2,1
Blackrock,Dunboyne,D2,1
Blackrock,M3 Parkway,D2,1
Blackrock,Leixlip(Confey),D2,1
Blackrock,Leixlip(Louisa Bridge),D2,1
Blackrock,Maynooth,D2,1
Blackrock,Kilcock,D90,2
Blackrock,Enfield,D91,3
Blackrock,Dublin Heuston,D2,1
Blackrock,Park West and Cherry Orchard,D2,1
Blackrock,Clondalkin Fonthill,D2,1
Blackrock,Kishoge,D2,1
Blackrock,Adamstown,D2,1
Blackrock,Hazelhatch and Celbridge,D2,1
Blackrock,Sallins and Naas,D90,1
Blackrock,Newbridge,D91,3
Blackrock,Kildare,D92,4
Seapoint,Drogheda (MacBride),D91,3
Seapoint,Laytown,D91,3
Seapoint,Gormanston,D90,2
Seapoint,Balbriggan,D90,2
Seapoint,Skerries,D90,2
Seapoint,Rush and Lusk,D2,1
Seapoint,Donabate,D2,1
Seapoint,Malahide,D2,1
Seapoint,Portmarnock,D2,1
Seapoint,Clongriffin,D2,1
Seapoint,Howth,D2,1
Seapoint,Sutton,D2,1
Seapoint,Bayside,D2,1
Seapoint,Howth Junction and Donaghmede,D2,1
Seapoint,Kilbarrack,D2,1
Seapoint,Raheny,D2,1
Seapoint,Harmonstown,D2,1
Seapoint,Killester,D2,1
Seapoint,Clontarf Road,D2,1
Seapoint,Dublin Connolly,D2,1
Seapoint,Tara Street,D2,1
Seapoint,Dublin Pearse,D2,1
Seapoint,Grand Canal Dock,D2,1
Seapoint,Lansdowne Road,D2,1
Seapoint,Sandymount,D2,1
Seapoint,Sydney Parade,D2,1
Seapoint,Booterstown,D1,1
Seapoint,Blackrock,D1,1
Seapoint,Salthill and Monkstown,D1,2
Seapoint,Dun Laoghaire (Mallin),D1,1
Seapoint,Sandycove and Glasthule,D1,1
Seapoint,Glenageary,D2,1
Seapoint,Dalkey,D2,1
Seapoint,Killiney,D2,1
Seapoint,Shankill,D2,1
Seapoint,Bray (Daly),D2,1
Seapoint,Greystones,D14,2
Seapoint,Kilcoole,D90,2
Seapoint,Wicklow,D91,3
Seapoint,Rathdrum,D92,4
Seapoint,Docklands,D2,1
Seapoint,Drumcondra,D2,1
Seapoint,Broombridge,D2,1
Seapoint,Pelletstown,D2,1
Seapoint,Ashtown,D2,1
Seapoint,Navan Road Parkway,D2,1
Seapoint,Castleknock,D2,1
Seapoint,Coolmine,D2,1
Seapoint,Clonsilla,D2,1
Seapoint,Hansfield,D2,1
Seapoint,Dunboyne,D2,1
Seapoint,M3 Parkway,D2,1
Seapoint,Leixlip(Confey),D2,1
Seapoint,Leixlip(Louisa Bridge),D2,1
Seapoint,Maynooth,D2,1
Seapoint,Kilcock,D90,2
Seapoint,Enfield,D91,3
Seapoint,Dublin Heuston,D2,1
Seapoint,Park West and Cherry Orchard,D2,1
Seapoint,Clondalkin Fonthill,D2,1
Seapoint,Kishoge,D2,1
Seapoint,Adamstown,D2,1
Seapoint,Hazelhatch and Celbridge,D2,1
Seapoint,Sallins and Naas,D90,1
Seapoint,Newbridge,D91,3
Seapoint,Kildare,D92,4
Salthill and Monkstown,Drogheda (MacBride),D91,3
Salthill and Monkstown,Laytown,D91,3
Salthill and Monkstown,Gormanston,D90,2
Salthill and Monkstown,Balbriggan,D90,2
Salthill and Monkstown,Skerries,D90,2
Salthill and Monkstown,Rush and Lusk,D2,2
Salthill and Monkstown,Donabate,D2,2
Salthill and Monkstown,Malahide,D2,2
Salthill and Monkstown,Portmarnock,D2,2
Salthill and Monkstown,Clongriffin,D2,2
Salthill and Monkstown,Howth,D2,2
Salthill and Monkstown,Sutton,D2,2
Salthill and Monkstown,Bayside,D2,2
Salthill and Monkstown,Howth Junction and Donaghmede,D2,2
Salthill and Monkstown,Kilbarrack,D2,2
Salthill and Monkstown,Raheny,D2,2
Salthill and Monkstown,Harmonstown,D2,2
Salthill and Monkstown,Killester,D2,2
Salthill and Monkstown,Clontarf Road,D2,2
Salthill and Monkstown,Dublin Connolly,D2,2
Salthill and Monkstown,Tara Street,D2,2
Salthill and Monkstown,Dublin Pearse,D2,2
Salthill and Monkstown,Grand Canal Dock,D2,2
Salthill and Monkstown,Lansdowne Road,D2,2
Salthill and Monkstown,Sandymount,D2,2
Salthill and Monkstown,Sydney Parade,D2,2
Salthill and Monkstown,Booterstown,D1,2
Salthill and Monkstown,Blackrock,D1,2
Salthill and Monkstown,Seapoint,D1,2
Salthill and Monkstown,Dun Laoghaire (Mallin),D1,2
Salthill and Monkstown,Sandycove and Glasthule,D1,2
Salthill and Monkstown,Glenageary,D1,2
Salthill and Monkstown,Dalkey,D2,2
Salthill and Monkstown,Killiney,D2,2
Salthill and Monkstown,Shankill,D2,2
Salthill and Monkstown,Bray (Daly),D2,2
Salthill and Monkstown,Greystones,D14,2
Salthill and Monkstown,Kilcoole,D90,2
Salthill and Monkstown,Wicklow,D91,3
Salthill and Monkstown,Rathdrum,D92,4
Salthill and Monkstown,Docklands,D2,2
Salthill and Monkstown,Drumcondra,D2,2
Salthill and Monkstown,Broombridge,D2,2
Salthill and Monkstown,Pelletstown,D2,2
Salthill and Monkstown,Ashtown,D2,2
Salthill and Monkstown,Navan Road Parkway,D2,2
Salthill and Monkstown,Castleknock,D2,2
Salthill and Monkstown,Coolmine,D2,2
Salthill and Monkstown,Clonsilla,D2,2
Salthill and Monkstown,Hansfield,D2,2
Salthill and Monkstown,Dunboyne,D2,2
Salthill and Monkstown,M3 Parkway,D2,2
Salthill and Monkstown,Leixlip(Confey),D2,2
Salthill and Monkstown,Leixlip(Louisa Bridge),D2,2
Salthill and Monkstown,Maynooth,D2,2
Salthill and Monkstown,Kilcock,D90,2
Salthill and Monkstown,Enfield,D91,3
Salthill and Monkstown,Dublin Heuston,D2,2
Salthill and Monkstown,Park West and Cherry Orchard,D2,2
Salthill and Monkstown,Clondalkin Fonthill,D2,2
Salthill and Monkstown,Kishoge,D2,2
Salthill and Monkstown,Adamstown,D2,2
Salthill and Monkstown,Hazelhatch and Celbridge,D2,2
Salthill and Monkstown,Sallins and Naas,D90,2
Salthill and Monkstown,Newbridge,D91,3
Salthill and Monkstown,Kildare,D92,4
Dun Laoghaire (Mallin),Drogheda (MacBride),D91,3
Dun Laoghaire (Mallin),Laytown,D91,3
Dun Laoghaire (Mallin),Gormanston,D90,2
Dun Laoghaire (Mallin),Balbriggan,D90,2
Dun Laoghaire (Mallin),Skerries,D90,2
Dun Laoghaire (Mallin),Rush and Lusk,D2,1
Dun Laoghaire (Mallin),Donabate,D2,1
Dun Laoghaire (Mallin),Malahide,D2,1
Dun Laoghaire (Mallin),Portmarnock,D2,1
Dun Laoghaire (Mallin),Clongriffin,D2,1
Dun Laoghaire (Mallin),Howth,D2,1
Dun Laoghaire (Mallin),Sutton,D2,1
Dun Laoghaire (Mallin),Bayside,D2,1
Dun Laoghaire (Mallin),Howth Junction and Donaghmede,D2,1
Dun Laoghaire (Mallin),Kilbarrack,D2,1
Dun Laoghaire (Mallin),Raheny,D2,1
Dun Laoghaire (Mallin),Harmonstown,D2,1
Dun Laoghaire (Mallin),Killester,D2,1
Dun Laoghaire (Mallin),Clontarf Road,D2,1
Dun Laoghaire (Mallin),Dublin Connolly,D2,1
Dun Laoghaire (Mallin),Tara Street,D2,1
Dun Laoghaire (Mallin),Dublin Pearse,D2,1
Dun Laoghaire (Mallin),Grand Canal Dock,D2,1
Dun Laoghaire (Mallin),Lansdowne Road,D2,1
Dun Laoghaire (Mallin),Sandymount,D2,1
Dun Laoghaire (Mallin),Sydney Parade,D2,1
Dun Laoghaire (Mallin),Booterstown,D2,1
Dun Laoghaire (Mallin),Blackrock,D2,1
Dun Laoghaire (Mallin),Seapoint,D1,1
Dun Laoghaire (Mallin),Salthill and Monkstown,D1,2
Dun Laoghaire (Mallin),Sandycove and Glasthule,D1,1
Dun Laoghaire (Mallin),Glenageary,D1,1
Dun Laoghaire (Mallin),Dalkey,D1,1
Dun Laoghaire (Mallin),Killiney,D2,1
Dun Laoghaire (Mallin),Shankill,D2,1
Dun Laoghaire (Mallin),Bray (Daly),D2,1
Dun Laoghaire (Mallin),Greystones,D14,2
Dun Laoghaire (Mallin),Kilcoole,D90,2
Dun Laoghaire (Mallin),Wicklow,D91,3
Dun Laoghaire (Mallin),Rathdrum,D92,4
Dun Laoghaire (Mallin),Docklands,D2,1
Dun Laoghaire (Mallin),Drumcondra,D2,1
Dun Laoghaire (Mallin),Broombridge,D2,1
Dun Laoghaire (Mallin),Pelletstown,D2,1
Dun Laoghaire (Mallin),Ashtown,D2,1
Dun Laoghaire (Mallin),Navan Road Parkway,D2,1
Dun Laoghaire (Mallin),Castleknock,D2,1
Dun Laoghaire (Mallin),Coolmine,D2,1
Dun Laoghaire (Mallin),Clonsilla,D2,1
Dun Laoghaire (Mallin),Hansfield,D2,1
Dun Laoghaire (Mallin),Dunboyne,D2,1
Dun Laoghaire (Mallin),M3 Parkway,D2,1
Dun Laoghaire (Mallin),Leixlip(Confey),D2,1
Dun Laoghaire (Mallin),Leixlip(Louisa Bridge),D2,1
Dun Laoghaire (Mallin),Maynooth,D2,1
Dun Laoghaire (Mallin),Kilcock,D90,2
Dun Laoghaire (Mallin),Enfield,D91,3
Dun Laoghaire (Mallin),Dublin Heuston,D2,1
Dun Laoghaire (Mallin),Park West and Cherry Orchard,D2,1
Dun Laoghaire (Mallin),Clondalkin Fonthill,D2,1
Dun Laoghaire (Mallin),Kishoge,D2,1
Dun Laoghaire (Mallin),Adamstown,D2,1
Dun Laoghaire (Mallin),Hazelhatch and Celbridge,D2,1
Dun Laoghaire (Mallin),Sallins and Naas,D90,1
Dun Laoghaire (Mallin),Newbridge,D91,3
Dun Laoghaire (Mallin),Kildare,D92,4
Sandycove and Glasthule,Drogheda (MacBride),D91,3
Sandycove and Glasthule,Laytown,D91,3
Sandycove and Glasthule,Gormanston,D90,2
Sandycove and Glasthule,Balbriggan,D90,2
Sandycove and Glasthule,Skerries,D90,2
Sandycove and Glasthule,Rush and Lusk,D2,1
Sandycove and Glasthule,Donabate,D2,1
Sandycove and Glasthule,Malahide,D2,1
Sandycove and Glasthule,Portmarnock,D2,1
Sandycove and Glasthule,Clongriffin,D2,1
Sandycove and Glasthule,Howth,D2,1
Sandycove and Glasthule,Sutton,D2,1
Sandycove and Glasthule,Bayside,D2,1
Sandycove and Glasthule,Howth Junction and Donaghmede,D2,1
Sandycove and Glasthule,Kilbarrack,D2,1
Sandycove and Glasthule,Raheny,D2,1
Sandycove and Glasthule,Harmonstown,D2,1
Sandycove and Glasthule,Killester,D2,1
Sandycove and Glasthule,Clontarf Road,D2,1
Sandycove and Glasthule,Dublin Connolly,D2,1
Sandycove and Glasthule,Tara Street,D2,1
Sandycove and Glasthule,Dublin Pearse,D2,1
Sandycove and Glasthule,Grand Canal Dock,D2,1
Sandycove and Glasthule,Lansdowne Road,D2,1
Sandycove and Glasthule,Sandymount,D2,1
Sandycove and Glasthule,Sydney Parade,D2,1
Sandycove and Glasthule,Booterstown,D2,1
Sandycove and Glasthule,Blackrock,D2,1
Sandycove and Glasthule,Seapoint,D1,1
Sandycove and Glasthule,Salthill and Monkstown,D1,2
Sandycove and Glasthule,Dun Laoghaire (Mallin),D1,1
Sandycove and Glasthule,Glenageary,D1,1
Sandycove and Glasthule,Dalkey,D1,1
Sandycove and Glasthule,Killiney,D2,1
Sandycove and Glasthule,Shankill,D2,1
Sandycove and Glasthule,Bray (Daly),D2,1
Sandycove and Glasthule,Greystones,D14,2
Sandycove and Glasthule,Kilcoole,D90,2
Sandycove and Glasthule,Wicklow,D91,3
Sandycove and Glasthule,Rathdrum,D92,4
Sandycove and Glasthule,Docklands,D2,1
Sandycove and Glasthule,Drumcondra,D2,1
Sandycove and Glasthule,Broombridge,D2,1
Sandycove and Glasthule,Pelletstown,D2,1
Sandycove and Glasthule,Ashtown,D2,1
Sandycove and Glasthule,Navan Road Parkway,D2,1
Sandycove and Glasthule,Castleknock,D2,1
Sandycove and Glasthule,Coolmine,D2,1
Sandycove and Glasthule,Clonsilla,D2,1
Sandycove and Glasthule,Hansfield,D2,1
Sandycove and Glasthule,Dunboyne,D2,1
Sandycove and Glasthule,M3 Parkway,D2,1
Sandycove and Glasthule,Leixlip(Confey),D2,1
Sandycove and Glasthule,Leixlip(Louisa Bridge),D2,1
Sandycove and Glasthule,Maynooth,D2,1
Sandycove and Glasthule,Kilcock,D90,2
Sandycove and Glasthule,Enfield,D91,3
